iter	Logloss
0	0.6863731289
1	0.6756295907
2	0.6694274906
3	0.6639214587
4	0.6546905755
5	0.645998886666	0.640517978177	0.635105568188	0.630191711499	0.625205366
10	0.6207659735
11	0.6161072678
12	0.6115553369113	0.6050334667114	0.6008138677115	0.5969840521116	0.5935386995117	0.5897407686118	0.5844314756119	0.5794909067220	0.5759463534221	0.5711459956222	0.5684149627223	0.564477929
24	0.5616033227
25	0.5591602862
26	0.5549237658
27	0.5524603348
28	0.5487552868
29	0.5463011664
30	0.5438710979
31	0.5419218855332	0.5399926979333	0.5375395013434	0.53504957935	0.528693642
36	36	0.5312069837	37	0.5288561238	0.5234415141
39	0.5213179571
40	0.5193037927
41	0.5172327895
42	0.5148153489
43	0.5133305577
44	0.511086185
45	45	0.5142956646	46	0.5129845547	47	0.5116414448	0.5057870127
49	0.504083445
50	050	0.507337951	0.5015169589
52	52	0.5044359953	0.4990738689
54	0.4975700605
5555	0.50060846856	0.4952379624
557	0.498510621158	0.4929756699
59	0.491788187
60	0.4908565995
61	0.4901059797
62	0.4893117762
63	0.4883444348
64	0.4874592726
65	0.4866554157
66	0.4856644923
67	0.4849191263
68	0.4843262147
69	0.4833580487
70	0.4824151502771	0.4817039012772	0.4806720307373	0.479791217474	0.4792092357575	0.4784167397676	0.4777966147777	0.4772047547878	0.4765723197979	0.4760084618080	0.4754275378181	0.47489651382	0.4799772529
83	0.4795763856
84	0.4791711218
8585	0.4727232058686	0.471985658787	0.4712749688	88	0.470709889	089	0.470176990	90	0.469665291	091	0.469162892	092	0.468553693	093	0.468111294	094	0.467809695	095	0.467497796	096	0.466919397	097	0.466532198	098	0.466111499	099	0.465658100	0100	0.465241101	0101	0.464882102	0102	0.464512103	103	0.4641509104	104	0.4637974105105	0.46337659106106	0.46293721107107	0.462597911108	0.46201598211109	0.46164374011110	0.46123253971111	0.46081885721112	0.46042484281113	0.46022147391114	0.45983434361115	0.45938479611116	0.45911967121117	0.45872900711118	0.45846992461119	0.45820210211120	0.45795221171121	0.45751809421122	0.45697568311123	0.45673233771124	0.45660015871125	0.45625863771126	0.45597959261127	0.45565701551128	0.455178494
129	0.4547412255
130	0.4545195013
131	0.4543532331
132	0.4540820325
133	0.4538070576
134	0.45351398461135	0.45325162351136	0.45300030941137	0.45269729211138	0.45246145721139	0.45226913314140	0.45188939014141	0.45168087514142	0.45139242514143	0.4512788541144	0.45102623691145	0.45089413251146	0.45063744831147	0.45045557071148	0.450316678
149	0.4500928866
150	0.4498935021
151	0.4496617347
152	0.4559673359
153	0.4557816439
154	0.4555596706
155	0.4553775623
156	0.4551872519
157	0.454868036
158	0.4546619496
159	0.4545021569
160	0.4541963524
161	0.4540288749
1162	0.4471535635163	0.4536962104
164	0.453459865
165	0.4532327192
166	0.4531109812
167	0.4529392179
168	0.4526581305
169	0.4525155548
170	0.4523882378
171	0.4521496756
172	0.4520320386
173	0.451788304
174	0.4516481297
175	0.4515656287
176	0.4514188041
177	0.4512900832
178	0.4511681605
179	0.4510235896
180	0.4508538953
181	0.4505935348
182	0.4504088772
183	0.4501914852
184	0.4500290324
185	0.4499239202
186	0.4496224015
187	0.4494388154
188	0.4492901066
189	0.4491649325
190	0.4489058651
191	0.4487160351
192	0.4485473014
193	0.4484344674
194	0.4483230004
195	0.4481046109
196	0.447948365
197	0.4478062696
198	0.4475160934
199	0.4473997126
200	0.4471886754
201	0.4470184638
202	0.446879361
203	0.4467018341
204	0.4465621402
205	0.4464504146
206	0.4463050679
207	0.4461679972
208	0.4459119224
209	0.4457142228
210	0.4455782604
211	0.4454998604
212	0.4451571836
213	0.4449734497
214	0.4448370439
215	0.4447101704
216	0.4446213515
217	0.4444781846
218	0.4442994754
219	0.4441485498
220	0.4440443243
221	0.4439285346
222	0.4437918334
223	0.4436210307
224	0.4434992557
225	0.4433609657
226	0.4432749547
227	0.4431215168
228	0.4429352705
229	0.4427506499
230	0.4426648976
231	0.4425543543
232	0.4424418528
233	0.4423470117
234	0.4421957536
235	0.4420795205
236	0.4420045196
237	0.441865269
238	0.4417683219
239	0.4416124455
240	0.4414613352
241	0.4413302867
242	0.4411612574
243	0.4410316129
244	0.4409201459
245	0.4407989251
246	0.4407080373
247	0.4406096493
248	0.4405065322
249	0.4403702743
250	0.440267268
251	0.4400962436
252	0.4399475717
253	0.4398306367
254	0.4396994404
255	0.4394385996
256	0.4393134995
257	0.43917968
258	0.4389668694
259	0.438836449
260	0.4387562016
261	0.4385852142
262	0.4385009766
263	0.4384201382
264	0.4382748284
265	0.4381404917
266	0.4380141723
267	0.4379430507
268	0.4378346872
269	0.4376778133
270	0.4375264813
271	0.4372387435
272	0.4371147518
273	0.4369475698
274	0.436774107
275	0.4366737608
276	0.4364942758
277	0.4364141762
278	0.4362997905
279	0.4361723627
280	0.4359263374
281	0.4358247351
282	0.4356327991
283	0.4355465295
284	0.4353424012
285	0.4352172272
286	0.4351192826
287	0.43501853
288	0.4348079731
289	0.4346900406
290	0.434629227
291	0.4344312318
292	0.4342425101
293	0.4341684328
294	0.434115341
295	0.4340153643
296	0.4339024195
297	0.4338335516
298	0.4336889808
299	0.4335671689
300	0.4335109736
301	0.433382068
302	0.4332791356
303	0.4331640848
304	0.4330628889
305	0.4329762499
306	0.4328751648
307	0.4327243131
308	0.4326292503
309	0.4325366999
310	0.4324818346
311	0.4323602074
312	0.4321808701
313	0.4321171008
314	0.4320629006
315	0.4319097213
316	0.43181222
317	0.4316694965
318	0.4315511575
319	0.4314926346
320	0.4314368827
321	0.4311971382
322	0.4311374699
323	0.4309733914
324	0.4309118759
325	0.4308303354
326	0.4306911218
327	0.4306262441
328	0.4305090135
329	0.4304048619
330	0.4303228411
331	0.4302364238
332	0.4301180109
333	0.4300543155
334	0.4299519004
335	0.4297985363
336	0.4297229072
337	0.429647426
338	0.4295188898
339	0.4293750579
340	0.4293108083
341	0.4291833067
342	0.4290814457
343	0.4289115297
344	0.4288071195
345	0.4287225125
346	0.428590134
347	0.4284341837
348	0.4283190221
349	0.4281722344
350	0.4280874797
351	0.4280088949
352	0.4279670717
353	0.4278783267
354	0.4276933736
355	0.4275295907
356	0.4274707722
357	0.4273930372
358	0.4272708558
359	0.4271308293
360	0.4270587471
361	0.4269166886
362	0.4268115025
363	0.4267277453
364	0.4266098497
365	0.4265517701
366	0.4264824219
367	0.4263913124
368	0.4263400309
369	0.4262633304
370	0.4261622454
371	0.4260766038
372	0.425990482
373	0.4258899142
374	0.4258012431
375	0.4256738154
376	0.4255685184
377	0.4254888622
378	0.4253939103
379	0.4252692904
380	0.4251887106
381	0.4251102366
382	0.4249876489
383	0.4248764775
384	0.424771513
385	0.4246680634
386	0.4244630854
387	0.4243235393
388	0.4242101142
389	0.4240713069
390	0.4239734732
391	0.4238879055
392	0.4238170795
393	0.4237318075
394	0.4236249957
395	0.42356566
396	0.4234562251
397	0.4232677251
398	0.4231816402
399	0.4230979938
400	0.4230548406
401	0.4228991489
402	0.4228129162
403	0.4226502787
404	0.4225380728
405	0.4224681704
406	0.4223881447
407	0.4222034872
408	0.4220510468
409	0.4219380281
410	0.421807386
411	0.4217209317
412	0.4216166692
413	0.4215336879
414	0.4214149794
415	0.4213135988
416	0.4212509748
417	0.4210684601
418	0.4209556262
419	0.4207899959
420	0.420695007
421	0.4205819514
422	0.4205013346
423	0.4203506676
424	0.4202708267
425	0.4201013171
426	0.4200397276
427	0.4199200586
428	0.4197768917
429	0.4197072849
430	0.4195982933
431	0.4195079227
432	0.4193217134
433	0.4192461582
434	0.4191852338
435	0.4190607987
