iter	Passed	Remaining
0	106	106740
1	112	56024
2	114	38143
3	116	29019
4	119	23717
5	122	20356
6	125	17848
7	128	15963
8	131	14509
9	134	13322
10	137	12343
11	140	11539
12	143	10860
13	146	10291
14	148	9772
15	152	9354
16	154	8952
17	157	8590
18	159	8260
19	162	7942
20	164	7664
21	166	7415
22	169	7185
23	171	6965
24	173	6766
25	175	6571
26	177	6396
27	179	6232
28	181	6071
29	183	5927
30	185	5798
31	187	5672
32	189	5555
33	191	5441
34	193	5336
35	195	5232
36	197	5139
37	200	5064
38	202	4982
39	204	4901
40	206	4822
41	208	4745
42	209	4671
43	211	4600
44	213	4532
45	215	4471
46	217	4411
47	219	4351
48	221	4292
49	223	4238
50	225	4186
51	226	4134
52	228	4084
53	230	4036
54	232	3990
55	234	3945
56	235	3902
57	237	3861
58	239	3822
59	241	3785
60	243	3749
61	245	3712
62	247	3678
63	249	3644
64	251	3610
65	252	3579
66	254	3544
67	256	3515
68	258	3484
69	260	3455
70	262	3428
71	263	3401
72	265	3373
73	267	3348
74	269	3322
75	271	3297
76	273	3274
77	274	3249
78	276	3227
79	278	3206
80	280	3184
81	282	3163
82	284	3142
83	286	3121
84	287	3099
85	289	3080
86	291	3060
87	293	3043
88	295	3023
89	297	3006
90	299	2988
91	301	2970
92	302	2953
93	304	2936
94	306	2921
95	308	2904
96	310	2888
97	312	2873
98	313	2857
99	315	2842
100	317	2827
101	319	2813
102	321	2796
103	323	2783
104	324	2769
105	326	2752
106	328	2737
107	329	2722
108	331	2708
109	333	2696
110	334	2681
111	337	2672
112	338	2660
113	340	2648
114	342	2635
115	344	2622
116	345	2610
117	347	2597
118	349	2584
119	351	2574
120	353	2564
121	354	2554
122	356	2544
123	358	2533
124	360	2525
125	362	2515
126	364	2507
127	366	2497
128	368	2490
129	370	2480
130	372	2471
131	374	2463
132	376	2452
133	377	2442
134	379	2434
135	381	2426
136	383	2417
137	386	2411
138	387	2403
139	389	2394
140	391	2385
141	393	2377
142	395	2368
143	396	2359
144	398	2351
145	400	2342
146	402	2336
147	404	2326
148	405	2317
149	407	2308
150	408	2299
151	410	2290
152	412	2281
153	413	2274
154	415	2266
155	417	2260
156	419	2253
157	421	2246
158	423	2239
159	425	2232
160	427	2225
161	428	2218
162	430	2211
163	432	2204
164	434	2196
165	436	2190
166	437	2183
167	440	2179
168	442	2173
169	444	2170
170	446	2163
171	448	2157
172	449	2149
173	451	2143
174	453	2136
175	454	2129
176	456	2122
177	457	2114
178	459	2107
179	461	2101
180	462	2094
181	464	2088
182	466	2081
183	467	2075
184	469	2068
185	471	2062
186	473	2057
187	474	2050
188	476	2044
189	478	2038
190	479	2032
191	481	2026
192	483	2020
193	484	2014
194	486	2008
195	488	2003
196	490	1997
197	491	1991
198	493	1986
199	495	1983
200	498	1981
201	501	1979
202	503	1976
203	505	1972
204	508	1970
205	510	1966
206	512	1963
207	514	1958
208	516	1953
209	518	1949
210	519	1944
211	521	1939
212	523	1935
213	525	1930
214	527	1925
215	529	1921
216	531	1917
217	533	1913
218	535	1909
219	537	1905
220	539	1901
221	541	1896
222	543	1893
223	545	1889
224	547	1885
225	549	1881
226	551	1877
227	553	1875
228	556	1872
229	558	1868
230	560	1864
231	561	1859
232	563	1855
233	565	1850
234	566	1845
235	568	1840
236	570	1835
237	571	1830
238	573	1825
239	574	1820
240	576	1815
241	578	1810
242	579	1806
243	581	1801
244	583	1797
245	585	1795
246	587	1792
247	590	1789
248	592	1785
249	594	1782
250	595	1778
251	597	1774
252	599	1770
253	601	1767
254	603	1762
255	605	1758
256	607	1754
257	608	1751
258	610	1747
259	612	1744
260	614	1740
261	617	1738
262	619	1734
263	620	1730
264	622	1726
265	624	1722
266	626	1719
267	628	1716
268	630	1712
269	631	1708
270	633	1704
271	635	1700
272	637	1697
273	638	1692
274	640	1688
275	642	1684
276	644	1681
277	645	1677
278	647	1673
279	649	1669
280	651	1666
281	653	1662
282	654	1659
283	656	1655
284	658	1651
285	659	1647
286	661	1643
287	663	1640
288	665	1636
289	666	1632
290	668	1629
291	670	1626
292	672	1623
293	674	1620
294	676	1617
295	678	1614
296	680	1611
297	682	1607
298	684	1604
299	686	1601
300	687	1597
301	689	1593
302	691	1589
303	692	1586
304	694	1582
305	696	1579
306	697	1575
307	699	1572
308	701	1569
309	703	1565
310	704	1561
311	706	1558
312	708	1554
313	709	1550
314	711	1547
315	713	1543
316	714	1540
317	716	1536
318	718	1533
319	720	1530
320	722	1527
321	724	1525
322	726	1521
323	728	1519
324	730	1517
325	732	1514
326	734	1512
327	736	1508
328	738	1505
329	740	1502
330	741	1499
331	743	1496
332	745	1492
333	746	1489
334	748	1485
335	750	1482
336	751	1478
337	753	1475
338	754	1472
339	756	1468
340	758	1465
341	759	1462
342	761	1459
343	763	1456
344	765	1453
345	767	1450
346	768	1446
347	770	1443
348	772	1440
349	773	1436
350	775	1433
351	777	1430
352	779	1427
353	780	1424
354	782	1421
355	784	1419
356	786	1416
357	788	1413
358	789	1410
359	791	1407
360	793	1405
361	795	1402
362	797	1399
363	799	1396
364	801	1394
365	803	1391
366	805	1388
367	806	1385
368	808	1383
369	810	1380
370	812	1377
371	814	1374
372	816	1372
373	818	1369
374	819	1366
375	821	1363
376	823	1361
377	825	1358
378	827	1355
379	828	1352
380	830	1349
381	832	1346
382	833	1343
383	835	1340
384	837	1337
385	838	1334
386	840	1331
387	842	1328
388	843	1325
389	845	1322
390	847	1319
391	848	1316
392	850	1313
393	852	1310
394	853	1307
395	855	1304
396	857	1302
397	858	1298
398	860	1296
399	862	1293
400	863	1290
401	865	1287
402	867	1284
403	868	1281
404	870	1278
405	871	1275
406	873	1272
407	875	1269
408	876	1267
409	878	1264
410	880	1261
411	881	1258
412	883	1256
413	885	1253
414	887	1251
415	889	1248
416	891	1246
417	893	1243
418	895	1241
419	897	1239
420	899	1237
421	901	1234
422	903	1232
423	905	1229
424	907	1227
425	909	1224
426	910	1222
427	912	1220
428	914	1217
429	916	1215
430	918	1212
431	920	1210
432	922	1207
433	923	1204
434	925	1201
435	927	1199
436	928	1196
437	930	1194
438	932	1191
439	933	1188
440	935	1186
441	937	1183
442	939	1180
443	940	1178
444	942	1175
445	944	1173
446	946	1171
447	948	1168
448	950	1165
449	951	1163
450	953	1160
451	955	1158
452	957	1155
453	958	1153
454	960	1150
455	962	1148
456	964	1145
457	966	1143
458	967	1140
459	969	1138
460	971	1135
461	973	1133
462	974	1130
463	976	1128
464	978	1125
465	980	1123
466	981	1120
467	983	1118
468	985	1115
469	987	1113
470	988	1110
471	990	1108
472	992	1105
473	994	1103
474	995	1100
475	997	1098
476	999	1095
477	1000	1092
478	1002	1090
479	1004	1087
480	1005	1085
481	1007	1082
482	1009	1080
483	1011	1077
484	1012	1075
485	1014	1073
486	1016	1070
487	1018	1068
